game_id,game_date,home_team,away_team,fg3m_home,ftm_home,pts_home,fg3m_away,ftm_away,pts_away,fg2m_home,fg2m_away,home_win,home_code,away_code
20800370,17/12/2008 00:00,DET,WAS,3,15,88,4,18,74,32,22,1,7,29
20800373,17/12/2008 00:00,CHI,LAC,7,26,115,4,23,109,34,37,1,3,11
20800376,18/12/2008 00:00,POR,PHX,11,23,124,12,25,119,34,29,1,24,23
20800375,18/12/2008 00:00,ORL,SAS,6,8,90,8,10,78,32,22,1,21,26
20800377,19/12/2008 00:00,IND,LAC,4,19,109,3,32,117,39,38,0,10,11
20800386,19/12/2008 00:00,OKC,TOR,3,16,91,2,17,83,33,30,1,20,27
20800381,19/12/2008 00:00,NJN,DAL,14,19,121,8,25,97,30,24,1,17,5
20800388,19/12/2008 00:00,DEN,CLE,10,10,88,6,19,105,24,34,0,6,4
20800387,19/12/2008 00:00,HOU,SAC,6,19,107,8,18,96,35,27,1,9,25
20800378,19/12/2008 00:00,WAS,PHI,10,15,103,9,28,109,29,27,0,29,22
20800382,19/12/2008 00:00,NYK,MIL,7,16,81,8,13,105,22,34,0,19,15
20800380,19/12/2008 00:00,BOS,CHI,12,14,126,11,11,108,38,32,1,1,3
20800385,19/12/2008 00:00,MIA,LAL,8,17,89,7,10,87,24,28,1,14,12
20800379,19/12/2008 00:00,ATL,GSW,7,20,115,6,11,99,37,35,1,0,8
20800384,19/12/2008 00:00,MEM,CHA,3,18,83,4,8,112,28,46,0,13,2
20800383,19/12/2008 00:00,DET,UTA,7,21,114,4,28,120,36,40,0,7,28
20800398,20/12/2008 00:00,PHX,DEN,9,23,108,11,16,101,29,26,1,23,6
20800393,20/12/2008 00:00,NJN,MIA,5,28,103,6,22,106,30,33,0,17,14
20800390,20/12/2008 00:00,ORL,LAL,12,24,106,7,24,103,23,29,1,21,12
20800394,20/12/2008 00:00,NOH,SAC,5,22,99,9,15,90,31,24,1,18,25
20800392,20/12/2008 00:00,MIN,HOU,5,17,102,12,19,109,35,27,0,16,9
20800397,20/12/2008 00:00,SAS,TOR,16,7,107,4,13,97,26,36,1,26,27
20800389,20/12/2008 00:00,CHA,GSW,11,16,103,10,30,110,27,25,0,2,8
20800391,20/12/2008 00:00,PHI,IND,0,24,94,6,17,95,35,30,0,22,10
20800396,20/12/2008 00:00,MIL,LAC,5,22,119,5,24,85,41,23,1,15,11
20800395,20/12/2008 00:00,CHI,UTA,7,17,106,2,20,98,34,36,1,3,28
20800402,21/12/2008 00:00,OKC,CLE,7,14,91,9,9,102,28,33,0,20,4
20800399,21/12/2008 00:00,ATL,DET,8,15,85,3,5,78,23,32,1,0,7
20800401,21/12/2008 00:00,WAS,DAL,5,21,86,5,12,97,25,35,0,29,5
20800400,21/12/2008 00:00,BOS,NYK,10,14,124,13,20,105,40,23,1,1,19
20800407,22/12/2008 00:00,DEN,POR,3,28,97,8,15,89,30,25,1,6,24
20800403,22/12/2008 00:00,ORL,GSW,16,15,113,5,18,81,25,24,1,21,8
20800408,22/12/2008 00:00,LAC,TOR,7,18,75,7,18,97,18,29,0,11,27
20800404,22/12/2008 00:00,NJN,HOU,3,16,91,9,19,114,33,34,0,17,9
20800406,22/12/2008 00:00,SAS,SAC,7,20,101,5,18,85,30,26,1,26,25
20800405,22/12/2008 00:00,MEM,LAL,9,17,96,6,19,105,26,34,0,13,12
20800412,23/12/2008 00:00,IND,NJN,11,10,107,8,28,108,32,28,0,10,17
20800410,23/12/2008 00:00,CHA,WAS,3,17,80,5,11,72,27,23,1,2,29
20800415,23/12/2008 00:00,DET,CHI,5,27,104,6,20,98,31,30,1,7,3
20800419,23/12/2008 00:00,SAS,MIN,5,18,99,4,25,93,33,28,1,26,16
20800416,23/12/2008 00:00,MIL,UTA,1,27,94,3,23,86,32,27,1,15,28
20800411,23/12/2008 00:00,CLE,HOU,8,15,99,10,18,90,30,21,1,4,9
20800420,23/12/2008 00:00,POR,DEN,9,24,101,6,26,92,25,24,1,24,6
20800409,23/12/2008 00:00,ATL,OKC,7,18,99,5,15,88,30,29,1,0,20
20800413,23/12/2008 00:00,BOS,PHI,7,29,110,0,17,91,30,37,1,1,22
20800414,23/12/2008 00:00,MIA,GSW,6,14,96,5,17,88,32,28,1,14,8
20800417,23/12/2008 00:00,NOH,LAL,9,14,87,6,28,100,23,27,0,18,12
20800418,23/12/2008 00:00,DAL,MEM,7,11,100,4,16,82,34,27,1,5,13
20800424,25/12/2008 00:00,CLE,WAS,12,19,93,9,4,89,19,29,1,4,29
20800425,25/12/2008 00:00,POR,DAL,5,21,94,7,15,102,29,33,0,24,5
20800422,25/12/2008 00:00,PHX,SAS,3,19,90,6,9,91,31,32,0,23,26
20800423,25/12/2008 00:00,LAL,BOS,8,12,92,5,6,83,28,31,1,12,1
20800421,25/12/2008 00:00,ORL,NOH,13,15,88,4,8,68,17,24,1,21,18
20800431,26/12/2008 00:00,NOH,HOU,3,19,88,5,22,79,30,21,1,18,9
20800429,26/12/2008 00:00,DET,OKC,2,10,90,2,12,88,37,35,1,7,20
20800433,26/12/2008 00:00,UTA,DAL,2,23,97,7,15,88,34,26,1,28,5
20800430,26/12/2008 00:00,MEM,IND,2,24,108,6,13,105,39,37,1,13,10
20800428,26/12/2008 00:00,NYK,MIN,11,26,107,13,31,120,24,25,0,19,16
20800434,26/12/2008 00:00,SAC,TOR,8,21,101,4,27,107,28,34,0,25,27
20800427,26/12/2008 00:00,NJN,CHA,9,14,87,6,19,95,23,29,0,17,2
20800435,26/12/2008 00:00,GSW,BOS,10,23,99,6,17,89,23,27,1,8,1
20800432,26/12/2008 00:00,DEN,PHI,15,24,105,5,18,101,18,34,1,6,22
20800426,26/12/2008 00:00,MIA,CHI,6,12,90,6,9,77,30,25,1,14,3
20800439,27/12/2008 00:00,MIN,ORL,8,16,94,12,20,118,27,31,0,16,21
20800436,27/12/2008 00:00,ATL,CHI,9,22,129,12,19,117,40,31,1,0,3
20800437,27/12/2008 00:00,CHA,NJN,6,21,103,10,28,114,32,28,0,2,17
20800440,27/12/2008 00:00,HOU,UTA,12,32,120,5,12,115,26,44,1,9,28
20800438,27/12/2008 00:00,WAS,OKC,3,11,104,5,16,95,42,32,1,29,20
20800443,27/12/2008 00:00,POR,TOR,7,15,102,7,12,89,33,28,1,24,27
20800442,27/12/2008 00:00,SAS,MEM,7,17,106,5,16,103,34,36,1,26,13
20800441,27/12/2008 00:00,MIL,DET,1,27,76,3,16,87,23,31,0,15,7
20800449,28/12/2008 00:00,LAL,GSW,10,26,130,9,24,113,37,31,1,12,8
20800446,28/12/2008 00:00,CLE,MIA,7,24,93,3,13,86,24,32,1,4,14
20800448,28/12/2008 00:00,SAC,BOS,4,21,63,6,20,108,15,35,0,25,1
20800447,28/12/2008 00:00,IND,NOH,9,16,103,8,19,105,30,31,0,10,18
20800444,28/12/2008 00:00,NYK,DEN,12,22,110,6,21,117,26,39,0,19,6
20800445,28/12/2008 00:00,LAC,DAL,1,15,76,9,19,98,29,26,0,11,5
20800457,29/12/2008 00:00,GSW,TOR,12,29,117,10,19,111,26,31,1,8,27
20800452,29/12/2008 00:00,NJN,CHI,3,20,87,11,13,100,29,27,0,17,3
20800456,29/12/2008 00:00,UTA,PHI,8,20,112,1,18,95,34,37,1,28,22
20800455,29/12/2008 00:00,HOU,WAS,7,16,87,1,16,89,25,35,0,9,29
20800453,29/12/2008 00:00,MIN,MEM,1,29,108,4,22,98,38,32,1,16,13
20800450,29/12/2008 00:00,ATL,DEN,12,21,109,5,16,91,26,30,1,0,6
20800451,29/12/2008 00:00,DET,ORL,5,19,88,11,9,82,27,20,1,7,21
20800454,29/12/2008 00:00,OKC,PHX,5,21,102,7,19,110,33,35,0,20,23
20800464,30/12/2008 00:00,SAS,MIL,10,16,98,5,13,100,26,36,0,26,15
20800466,30/12/2008 00:00,SAC,LAC,4,24,92,5,25,90,28,25,1,25,11
20800463,30/12/2008 00:00,DAL,MIN,10,17,107,9,11,100,30,31,1,5,16
20800461,30/12/2008 00:00,MEM,PHX,4,27,89,5,26,101,25,30,0,13,23
20800458,30/12/2008 00:00,CHA,NYK,6,13,89,7,14,93,29,29,0,2,19
20800465,30/12/2008 00:00,POR,BOS,6,19,91,3,29,86,27,24,1,24,1
20800460,30/12/2008 00:00,MIA,CLE,11,25,104,11,18,95,23,22,1,14,4
20800459,30/12/2008 00:00,IND,ATL,7,23,104,6,28,110,30,32,0,10,0
20800462,30/12/2008 00:00,NOH,WAS,10,21,97,1,12,85,23,35,1,18,29
20800468,31/12/2008 00:00,DET,NJN,3,14,83,3,16,75,30,25,1,7,17
20800471,31/12/2008 00:00,OKC,GSW,3,22,107,9,21,100,38,26,1,20,8
20800467,31/12/2008 00:00,CHI,ORL,6,20,94,11,16,113,28,32,0,3,21
20800469,31/12/2008 00:00,HOU,MIL,4,21,85,6,11,81,26,26,1,9,15
20800470,31/12/2008 00:00,TOR,DEN,10,21,107,8,22,114,28,34,0,27,6
20800472,31/12/2008 00:00,LAC,PHI,4,24,92,1,25,100,28,36,0,11,22
20800479,02/01/2009 00:00,DET,SAC,0,18,98,3,33,92,40,25,1,7,25
20800484,02/01/2009 00:00,MIL,CHA,8,23,103,4,13,75,28,25,1,15,2
20800483,02/01/2009 00:00,DAL,PHI,8,16,96,5,11,86,28,30,1,5,22
20800476,02/01/2009 00:00,CLE,CHI,7,30,117,5,27,92,33,25,1,4,3
20800482,02/01/2009 00:00,OKC,DEN,8,22,120,10,30,122,37,31,0,20,6
20800477,02/01/2009 00:00,NJN,ATL,14,9,93,9,10,91,21,27,1,17,0
20800486,02/01/2009 00:00,POR,NOH,4,15,77,8,6,92,25,31,0,24,18
20800485,02/01/2009 00:00,PHX,LAC,7,17,106,6,22,98,34,29,1,23,11
20800478,02/01/2009 00:00,NYK,IND,8,19,103,9,22,105,30,28,0,19,10
20800480,02/01/2009 00:00,MEM,SAS,2,16,80,6,17,91,29,28,0,13,26
20800474,02/01/2009 00:00,TOR,HOU,4,10,94,7,10,73,36,21,1,27,9
20800475,02/01/2009 00:00,BOS,WAS,12,14,108,2,19,83,29,29,1,1,29
20800487,02/01/2009 00:00,LAL,UTA,3,32,113,2,20,100,36,37,1,12,28
20800481,02/01/2009 00:00,MIN,GSW,3,30,115,7,25,108,38,31,1,16,8
20800473,02/01/2009 00:00,ORL,MIA,8,20,86,3,9,76,21,29,1,21,14
20800489,03/01/2009 00:00,CHA,MIL,7,29,102,3,21,92,26,31,1,2,15
20800492,03/01/2009 00:00,CHI,MIN,8,14,92,5,23,102,27,32,0,3,16
20800494,03/01/2009 00:00,DEN,NOH,6,27,105,7,19,100,30,30,1,6,18
20800491,03/01/2009 00:00,MIA,NJN,9,30,101,7,19,96,22,28,1,14,17
20800490,03/01/2009 00:00,IND,SAC,6,30,122,14,23,117,37,26,1,10,25
20800493,03/01/2009 00:00,SAS,PHI,15,9,108,4,16,106,27,39,1,26,22
20800488,03/01/2009 00:00,ATL,HOU,4,13,103,9,17,100,39,28,1,0,9
20800498,04/01/2009 00:00,MEM,DAL,7,17,102,5,13,82,32,27,1,13,5
20800500,04/01/2009 00:00,LAL,POR,8,26,100,9,13,86,25,23,1,12,24
20800496,04/01/2009 00:00,WAS,CLE,2,14,80,7,14,77,30,21,1,29,4
20800495,04/01/2009 00:00,TOR,ORL,3,23,108,15,17,102,38,20,1,27,21
20800497,04/01/2009 00:00,LAC,DET,4,27,87,5,13,88,24,30,0,11,7
20800499,04/01/2009 00:00,NYK,BOS,9,23,100,6,18,88,25,26,1,19,1
20800505,05/01/2009 00:00,UTA,GSW,3,30,119,9,25,114,40,31,1,28,8
20800504,05/01/2009 00:00,DEN,IND,10,25,135,10,23,115,40,31,1,6,10
20800502,05/01/2009 00:00,NJN,SAC,10,20,98,5,15,90,24,30,1,17,25
20800503,05/01/2009 00:00,MIL,TOR,11,20,107,6,13,97,27,33,1,15,27
20800501,05/01/2009 00:00,MIA,SAS,6,6,84,10,11,91,30,25,0,14,26
20800510,06/01/2009 00:00,OKC,NYK,5,24,107,11,18,99,34,24,1,20,19
20800506,06/01/2009 00:00,CHA,BOS,7,31,114,6,22,106,31,33,1,2,1
20800512,06/01/2009 00:00,DAL,LAC,8,17,107,7,31,102,33,25,1,5,11
20800511,06/01/2009 00:00,CHI,SAC,2,33,99,3,19,94,30,33,1,3,25
20800508,06/01/2009 00:00,PHI,HOU,3,19,104,5,23,96,38,29,1,22,9
20800509,06/01/2009 00:00,MEM,MIN,2,21,87,8,16,94,30,27,0,13,16
20800513,06/01/2009 00:00,LAL,NOH,16,17,105,5,33,116,20,34,0,12,18
20800507,06/01/2009 00:00,ORL,WAS,10,17,89,3,9,80,21,31,1,21,29
20800516,07/01/2009 00:00,WAS,TOR,5,10,93,8,17,99,34,29,0,29,27
20800523,07/01/2009 00:00,UTA,NOH,5,31,116,8,18,90,35,24,1,28,18
20800517,07/01/2009 00:00,BOS,HOU,6,19,85,9,10,89,24,26,0,1,9
20800524,07/01/2009 00:00,POR,DET,6,14,84,2,9,83,26,34,1,24,7
20800518,07/01/2009 00:00,NJN,MEM,5,21,100,4,15,89,32,31,1,17,13
20800525,07/01/2009 00:00,GSW,LAL,5,11,106,5,27,114,40,36,0,8,12
20800519,07/01/2009 00:00,MIL,PHI,7,18,105,8,32,110,33,27,0,15,22
20800515,07/01/2009 00:00,CLE,CHA,7,14,111,3,20,81,38,26,1,4,2
20800520,07/01/2009 00:00,MIN,OKC,12,21,129,3,14,87,36,32,1,16,20
20800522,07/01/2009 00:00,PHX,IND,7,29,110,10,11,113,30,36,0,23,10
20800514,07/01/2009 00:00,ATL,ORL,8,14,102,8,26,106,32,28,0,0,21
20800521,07/01/2009 00:00,DEN,MIA,10,30,108,6,15,97,24,32,1,6,14
20800527,08/01/2009 00:00,SAS,LAC,11,7,106,6,8,84,33,29,1,26,11
20800526,08/01/2009 00:00,DAL,NYK,10,13,99,10,10,94,28,27,1,5,19
20800531,09/01/2009 00:00,CLE,BOS,8,24,98,5,12,83,25,28,1,4,1
20800534,09/01/2009 00:00,CHI,WAS,9,13,98,4,12,86,29,31,1,3,29
20800539,09/01/2009 00:00,PHX,DAL,5,19,128,9,17,100,47,28,1,23,5
20800537,09/01/2009 00:00,SAC,MIA,8,33,115,7,32,119,29,33,0,25,14
20800536,09/01/2009 00:00,DEN,DET,2,28,90,4,27,93,28,27,0,6,7
20800538,09/01/2009 00:00,LAL,IND,5,28,121,11,26,119,39,30,1,12,10
20800533,09/01/2009 00:00,OKC,HOU,4,14,96,5,25,98,35,29,0,20,9
20800529,09/01/2009 00:00,PHI,CHA,3,16,93,5,12,87,34,30,1,22,2
20800535,09/01/2009 00:00,MIL,NJN,10,16,104,16,10,102,29,22,1,15,17
20800530,09/01/2009 00:00,TOR,MEM,4,19,103,3,17,82,36,28,1,27,13
20800532,09/01/2009 00:00,NOH,LAC,11,16,107,7,7,80,29,26,1,18,11
20800528,09/01/2009 00:00,ORL,ATL,16,25,121,8,23,87,24,20,1,21,0
20800545,10/01/2009 00:00,POR,GSW,5,26,113,6,18,100,36,32,1,24,8
20800542,10/01/2009 00:00,CHI,OKC,5,13,98,1,28,109,35,39,0,3,20
20800544,10/01/2009 00:00,UTA,DET,5,18,99,2,24,82,33,26,1,28,7
20800541,10/01/2009 00:00,MIN,MIL,13,23,106,6,18,104,22,34,1,16,15
20800543,10/01/2009 00:00,HOU,NYK,9,15,96,8,10,76,27,21,1,9,19
20800540,10/01/2009 00:00,WAS,CHA,1,20,89,9,13,92,33,26,0,29,2
20800550,11/01/2009 00:00,GSW,IND,10,32,120,8,27,117,29,33,1,8,10
20800552,11/01/2009 00:00,LAL,MIA,9,25,108,9,10,105,28,34,1,12,14
20800546,11/01/2009 00:00,TOR,BOS,6,26,88,10,20,94,22,22,0,27,1
20800549,11/01/2009 00:00,SAS,ORL,3,17,98,14,19,105,36,22,0,26,21
20800551,11/01/2009 00:00,SAC,DAL,8,12,102,3,14,95,33,36,1,25,5
20800548,11/01/2009 00:00,LAC,PHX,6,23,103,6,25,109,31,33,0,11,23
20800547,11/01/2009 00:00,ATL,PHI,8,20,94,9,18,109,25,32,0,0,22
20800557,12/01/2009 00:00,CHI,POR,2,27,95,11,30,109,31,23,0,3,24
20800556,12/01/2009 00:00,NOH,NYK,7,22,95,8,15,101,26,31,0,18,19
20800553,12/01/2009 00:00,WAS,MIL,6,15,91,5,16,97,29,33,0,29,15
20800558,12/01/2009 00:00,UTA,IND,8,34,120,13,16,113,31,29,1,28,10
20800554,12/01/2009 00:00,BOS,TOR,10,21,115,9,22,109,32,30,1,1,27
20800555,12/01/2009 00:00,NJN,OKC,6,19,103,3,24,99,33,33,1,17,20
20800564,13/01/2009 00:00,PHX,ATL,11,20,107,4,24,102,27,33,1,23,0
20800562,13/01/2009 00:00,HOU,LAL,6,6,100,5,18,105,38,36,0,9,12
20800560,13/01/2009 00:00,MEM,CLE,1,28,87,12,18,102,28,24,0,13,4
20800559,13/01/2009 00:00,DET,CHA,5,11,78,2,14,80,26,30,0,7,2
20800563,13/01/2009 00:00,DEN,DAL,4,29,99,7,20,97,29,28,1,6,5
20800561,13/01/2009 00:00,MIN,MIA,11,9,96,3,30,99,27,30,0,16,14
20800565,13/01/2009 00:00,SAC,ORL,8,25,107,23,18,139,29,26,0,25,21
20800570,14/01/2009 00:00,NYK,WAS,14,28,128,10,20,122,29,36,1,19,29
20800575,14/01/2009 00:00,GSW,SAC,6,25,133,10,35,135,45,35,0,8,25
20800567,14/01/2009 00:00,PHI,POR,11,19,100,3,20,79,24,25,1,22,24
20800574,14/01/2009 00:00,SAS,LAL,10,14,112,9,8,111,34,38,1,26,12
20800569,14/01/2009 00:00,BOS,NJN,12,18,118,5,29,86,32,21,1,1,17
20800566,14/01/2009 00:00,IND,DET,8,26,110,9,11,106,30,34,1,10,7
20800568,14/01/2009 00:00,TOR,CHI,5,23,98,9,13,102,30,31,0,27,3
20800572,14/01/2009 00:00,OKC,UTA,3,33,114,4,19,93,36,31,1,20,28
20800576,14/01/2009 00:00,LAC,ATL,3,15,80,7,18,97,28,29,0,11,0
20800571,14/01/2009 00:00,MIL,MIA,3,10,99,8,18,102,40,30,0,15,14
20800573,14/01/2009 00:00,DAL,NOH,9,14,97,6,14,104,28,36,0,5,18
20800579,15/01/2009 00:00,DEN,PHX,6,31,119,7,28,113,35,32,1,6,23
20800578,15/01/2009 00:00,CHI,CLE,7,19,102,10,17,93,31,23,1,3,4
20800577,15/01/2009 00:00,NJN,POR,9,12,99,5,26,105,30,32,0,17,24
20800586,16/01/2009 00:00,PHX,MIN,2,17,103,7,14,105,40,35,0,23,16
20800584,16/01/2009 00:00,MEM,UTA,3,24,91,7,20,101,29,30,0,13,28
20800581,16/01/2009 00:00,PHI,SAS,8,15,109,7,18,87,35,24,1,22,26
20800587,16/01/2009 00:00,SAC,MIL,9,43,122,10,29,129,26,35,0,25,15
20800583,16/01/2009 00:00,CLE,NOH,10,18,92,5,23,78,22,20,1,4,18
20800589,16/01/2009 00:00,LAL,ORL,9,20,103,12,23,109,28,25,0,12,21
20800580,16/01/2009 00:00,IND,TOR,9,26,111,7,29,104,29,27,1,10,27
20800585,16/01/2009 00:00,OKC,DET,4,15,89,2,3,79,31,35,1,20,7
20800582,16/01/2009 00:00,WAS,NYK,7,15,96,12,13,89,30,20,1,29,19
20800588,16/01/2009 00:00,GSW,ATL,9,28,119,9,23,114,32,32,1,8,0
20800591,17/01/2009 00:00,CHA,POR,4,22,102,5,16,97,34,33,1,2,24
20800598,17/01/2009 00:00,LAC,MIL,4,13,101,9,21,92,38,22,1,11,15
20800596,17/01/2009 00:00,DAL,UTA,6,23,115,8,22,108,37,31,1,5,28
20800590,17/01/2009 00:00,NJN,BOS,6,19,85,10,23,105,24,26,0,17,1
20800593,17/01/2009 00:00,NYK,PHI,10,17,97,6,15,107,25,37,0,19,22
20800594,17/01/2009 00:00,CHI,SAS,3,8,87,7,15,92,35,28,0,3,26
20800597,17/01/2009 00:00,DEN,ORL,5,21,88,11,21,106,26,26,0,6,21
20800592,17/01/2009 00:00,DET,NOH,6,7,85,2,19,91,30,33,0,7,18
20800595,17/01/2009 00:00,HOU,MIA,3,12,93,7,7,86,36,29,1,9,14
20800600,18/01/2009 00:00,OKC,MIA,4,22,94,11,11,104,30,30,0,20,14
20800599,18/01/2009 00:00,TOR,PHX,7,18,113,5,26,117,37,38,0,27,23
20800608,19/01/2009 00:00,GSW,WAS,13,18,119,5,13,98,31,35,1,8,29
20800611,19/01/2009 00:00,POR,MIL,4,24,102,6,13,85,33,27,1,24,15
20800602,19/01/2009 00:00,PHI,DAL,9,14,93,8,17,95,26,27,0,22,5
20800601,19/01/2009 00:00,NYK,CHI,9,21,102,4,14,98,27,36,1,19,3
20800607,19/01/2009 00:00,NOH,IND,12,27,103,8,18,100,20,29,1,18,10
20800610,19/01/2009 00:00,BOS,PHX,5,9,104,4,15,87,40,30,1,1,23
20800612,19/01/2009 00:00,LAL,CLE,10,7,105,8,12,88,34,26,1,12,4
20800605,19/01/2009 00:00,HOU,DEN,9,14,115,9,20,113,37,33,1,9,6
20800606,19/01/2009 00:00,LAC,MIN,6,12,86,4,12,94,28,35,0,11,16
20800603,19/01/2009 00:00,ATL,TOR,7,14,87,2,12,84,26,33,1,0,27
20800604,19/01/2009 00:00,CHA,SAS,5,21,84,5,23,86,24,24,0,2,26
20800609,19/01/2009 00:00,MEM,DET,2,13,79,1,14,87,30,35,0,13,7
20800613,20/01/2009 00:00,CHI,ATL,4,18,102,9,22,105,36,28,0,3,0
20800614,20/01/2009 00:00,SAS,IND,6,19,99,7,14,81,31,23,1,26,10
20800616,20/01/2009 00:00,UTA,MIN,5,27,112,8,11,107,35,36,1,28,16
20800615,20/01/2009 00:00,DEN,SAC,3,35,118,11,18,99,37,24,1,6,25
20800621,21/01/2009 00:00,MIL,DAL,13,24,133,5,34,99,35,25,1,15,5
20800625,21/01/2009 00:00,SAC,WAS,12,25,107,2,22,110,23,41,0,25,29
20800622,21/01/2009 00:00,NOH,NJN,9,13,102,9,9,92,31,28,1,18,17
20800626,21/01/2009 00:00,GSW,OKC,5,38,121,8,30,122,34,34,0,8,20
20800618,21/01/2009 00:00,DET,TOR,3,12,95,4,10,76,37,27,1,7,27
20800620,21/01/2009 00:00,NYK,PHX,9,23,114,5,22,109,32,36,1,19,23
20800623,21/01/2009 00:00,HOU,UTA,11,27,108,6,19,99,24,31,1,9,28
20800627,21/01/2009 00:00,LAC,LAL,6,15,97,5,17,108,32,38,0,11,12
20800617,21/01/2009 00:00,CHA,MEM,7,18,101,3,25,86,31,26,1,2,13
20800624,21/01/2009 00:00,POR,CLE,7,25,98,11,11,104,26,30,0,24,4
20800619,21/01/2009 00:00,MIA,BOS,7,12,83,15,9,98,25,22,0,14,1
20800628,22/01/2009 00:00,ORL,BOS,7,21,80,0,20,90,19,35,0,21,1
20800629,22/01/2009 00:00,LAL,WAS,8,19,117,5,18,97,37,32,1,12,29
20800633,23/01/2009 00:00,ATL,MIL,8,23,117,10,17,87,35,20,1,0,15
20800634,23/01/2009 00:00,NYK,MEM,9,23,108,7,21,88,29,23,1,19,13
20800638,23/01/2009 00:00,GSW,CLE,6,29,105,10,24,106,29,26,0,8,4
20800630,23/01/2009 00:00,CHA,PHX,7,11,98,6,16,76,33,21,1,2,23
20800632,23/01/2009 00:00,IND,HOU,8,33,107,6,22,102,25,31,1,10,9
20800631,23/01/2009 00:00,DET,DAL,1,28,91,6,16,112,30,39,0,7,5
20800639,23/01/2009 00:00,LAC,OKC,11,20,107,7,33,104,27,25,1,11,20
20800636,23/01/2009 00:00,CHI,TOR,8,22,94,6,22,114,24,37,0,3,27
20800635,23/01/2009 00:00,MIN,NOH,10,26,116,13,11,108,30,29,1,16,18
20800637,23/01/2009 00:00,SAS,NJN,6,18,94,6,17,91,29,28,1,26,17
20800642,24/01/2009 00:00,MEM,NJN,6,22,88,9,14,99,24,29,0,13,17
20800645,24/01/2009 00:00,POR,WAS,7,23,100,10,13,87,28,22,1,24,29
20800641,24/01/2009 00:00,MIA,ORL,5,24,103,9,22,97,32,24,1,14,21
20800644,24/01/2009 00:00,UTA,CLE,3,14,97,10,12,102,37,30,0,28,4
20800640,24/01/2009 00:00,PHI,NYK,6,26,116,15,17,110,36,24,1,22,19
20800643,24/01/2009 00:00,MIL,SAC,3,23,106,7,27,104,37,28,1,15,25
20800648,25/01/2009 00:00,ATL,PHX,5,24,99,5,27,104,30,31,0,0,23
20800649,25/01/2009 00:00,TOR,SAC,6,25,113,11,14,97,35,25,1,27,25
20800650,25/01/2009 00:00,DET,HOU,6,11,105,12,18,108,38,27,0,7,9
20800653,25/01/2009 00:00,DEN,UTA,8,25,117,3,26,97,34,31,1,6,28
20800646,25/01/2009 00:00,BOS,DAL,16,8,124,6,30,100,34,26,1,1,5
20800647,25/01/2009 00:00,LAL,SAS,7,28,99,5,14,85,25,28,1,12,26
20800654,25/01/2009 00:00,GSW,LAC,8,17,107,8,18,92,33,25,1,8,11
20800652,25/01/2009 00:00,MIN,CHI,5,22,109,5,19,108,36,37,1,16,3
20800651,25/01/2009 00:00,IND,CHA,5,19,98,7,18,93,32,27,1,10,2
20800659,26/01/2009 00:00,NOH,PHI,14,19,101,2,12,86,20,34,1,18,22
20800660,26/01/2009 00:00,OKC,NJN,4,30,94,4,13,85,26,30,1,20,17
20800661,26/01/2009 00:00,LAC,POR,8,20,88,8,25,113,22,32,0,11,24
20800656,26/01/2009 00:00,MIA,ATL,7,18,95,3,24,79,28,23,1,14,0
20800658,26/01/2009 00:00,MIL,MIN,1,14,83,8,22,90,33,22,0,15,16
20800655,26/01/2009 00:00,WAS,PHX,4,19,87,6,17,103,28,34,0,29,23
20800657,26/01/2009 00:00,NYK,HOU,6,24,104,10,18,98,31,25,1,19,9
20800665,27/01/2009 00:00,UTA,SAS,6,18,100,11,21,106,32,26,0,28,26
20800664,27/01/2009 00:00,MEM,DEN,4,21,85,9,27,100,26,23,0,13,6
20800663,27/01/2009 00:00,ORL,IND,15,30,135,9,14,111,30,35,1,21,10
20800662,27/01/2009 00:00,CLE,SAC,11,32,117,12,24,110,26,25,1,4,25
20800666,27/01/2009 00:00,LAL,CHA,7,17,110,9,18,117,36,36,0,12,2
20800672,28/01/2009 00:00,MIN,DET,2,13,89,3,23,98,35,33,0,16,7
20800668,28/01/2009 00:00,BOS,SAC,9,22,119,8,26,100,35,25,1,1,25
20800678,28/01/2009 00:00,LAC,CHI,6,15,75,1,20,95,21,36,0,11,3
20800670,28/01/2009 00:00,NJN,TOR,15,17,106,11,18,107,22,28,0,17,27
20800674,28/01/2009 00:00,OKC,MEM,8,18,114,8,20,102,36,29,1,20,13
20800671,28/01/2009 00:00,NYK,ATL,7,17,112,5,17,104,37,36,1,19,0
20800677,28/01/2009 00:00,POR,CHA,2,20,88,4,12,74,31,25,1,24,2
20800669,28/01/2009 00:00,MIA,WAS,10,19,93,2,9,71,22,28,1,14,29
20800676,28/01/2009 00:00,DAL,GSW,8,21,117,6,19,93,36,28,1,5,8
20800673,28/01/2009 00:00,NOH,DEN,7,19,94,4,11,81,27,29,1,18,6
20800667,28/01/2009 00:00,IND,MIL,5,20,107,3,32,99,36,29,1,10,15
20800675,28/01/2009 00:00,HOU,PHI,8,11,93,1,20,95,29,36,0,9,22
20800679,29/01/2009 00:00,ORL,CLE,11,16,99,7,13,88,25,27,1,21,4
20800680,29/01/2009 00:00,PHX,SAS,4,20,104,6,38,114,36,29,0,23,26
20800681,30/01/2009 00:00,DET,BOS,1,17,78,4,20,86,29,27,0,7,1
20800690,30/01/2009 00:00,NOH,GSW,5,26,87,4,19,91,23,30,0,18,8
